Price,Close,High,Low,Open,Volume,log_return,return,RSI,PriceMomentum,RETURN_LAG_12,velocity,acceleration,Pct52WeekLow,Pct52WeekHigh,MonthlyVol,DXY,TWI,US_10Y_Yield,Ticker_Yield_Spread
Ticker,USDCAD=X,USDCAD=X,USDCAD=X,USDCAD=X,USDCAD=X,,,,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,,,,
2003-09-18,1.3615000247955322,1.368499994277954,1.3596999645233154,1.3660000562667847,0,-0.0038120625818924263,-0.008373106244675466,,,,-0.0038120625818924263,,,,,95.94999694824219,101.4155,4.19,-0.6254545454545504
2003-09-19,1.3472000360488892,1.3630000352859497,1.3457000255584717,1.3619999885559082,0,-0.01055866007929484,0.0017071739621150606,0.0,,,-0.01055866007929484,-0.006746597497402414,,,,94.95999908447266,101.4155,4.17,-0.6454545454545508
2003-09-22,1.354200005531311,1.355299949645996,1.3365000486373901,1.3413000106811523,0,0.0051824868896631964,-0.0010338161946286117,3.6288107302054584,,,0.0051824868896631964,0.015741146968958036,,,,93.8499984741211,101.4155,4.26,-0.555454545454551
2003-09-23,1.3551000356674194,1.357699990272522,1.3458000421524048,1.3549000024795532,0,0.0006644005134391676,-0.0023614892513268426,4.11062581115992,,,0.0006644005134391676,-0.004518086376224029,,,,93.98999786376953,101.4155,4.24,-0.5754545454545505
2003-09-24,1.350100040435791,1.3595000505447388,1.3482999801635742,1.3547999858856201,0,-0.0036965849361248583,7.408087618521186e-05,3.9912438642836605,,,-0.0036965849361248583,-0.004360985449564026,,,,93.69999694824219,101.4155,4.16,-0.6554545454545506
2003-09-25,1.3494999408721924,1.3521000146865845,1.3451000452041626,1.3504999876022339,0,-0.0004445840699644885,-0.003260389670848074,3.9763176323626794,,,-0.0004445840699644885,0.0032520008661603697,,,,93.76000213623047,101.4155,4.12,-0.6954545454545507
2003-09-26,1.3528000116348267,1.3574999570846558,1.3482999801635742,1.3493000268936157,0,0.0024424175414677197,-0.009314062809935963,6.056930558392494,,,0.0024424175414677197,0.0028870016114322084,,,,93.87000274658203,101.4155,4.04,-0.7754545454545507
2003-09-29,1.3518999814987183,1.363800048828125,1.3497999906539917,1.3535000085830688,0,-0.000665530499955058,-0.006509379299556528,6.0186279004500705,,,-0.000665530499955058,-0.0031079480414227777,,,,93.08000183105469,101.4155,4.09,-0.7254545454545509
2003-09-30,1.3502000570297241,1.355299949645996,1.3423999547958374,1.3522000312805176,0,-0.0012582248392155383,-0.008295119173526988,5.942194976721325,,,-0.0012582248392155383,-0.0005926943392604802,,,,92.8499984741211,101.4155,3.96,-0.8554545454545508
2003-10-01,1.3451000452041626,1.351199984550476,1.343000054359436,1.3496999740600586,0,-0.0037843785246723595,-0.01033383474319216,5.707991914568481,,,-0.0037843785246723595,-0.0025261536854568212,,,,92.38999938964844,101.4155,3.96,-0.8554545454545508
2003-10-02,1.3401999473571777,1.3513000011444092,1.3375999927520752,1.3449000120162964,0,-0.0036495760618355244,-0.0058946425375622225,5.484332244212794,,,-0.0036495760618355244,0.0001348024628368351,,,,92.41999816894531,101.4155,4.03,-0.7854545454545505
2003-10-03,1.3430999517440796,1.3481999635696411,1.336899995803833,1.3396999835968018,0,0.0021615217270227645,-0.003573793623869337,7.787226527141229,,,0.0021615217270227645,0.005811097788858289,,,,93.2300033569336,101.4155,4.21,-0.6054545454545508
2003-10-06,1.3389999866485596,1.3481999635696411,1.3387000560760498,1.346500039100647,0,-0.003057282266297014,-0.01224793110895983,7.5086786204654175,-1.6525918279253538,-0.016663994605766667,-0.003057282266297014,-0.005218803993319778,,,,92.41000366210938,101.4155,4.17,-0.6454545454545508
2003-10-07,1.3312000036239624,1.341599941253662,1.3272000551223755,1.3394999504089355,0,-0.005842262930698102,-0.007361746731304075,6.995978149322028,-1.187650831115783,-0.011947597457169976,-0.005842262930698102,-0.002784980664401088,,,,91.88999938964844,101.4155,4.27,-0.5454545454545512
2003-10-08,1.3322999477386475,1.3350000381469727,1.3253999948501587,1.3312000036239624,0,0.000825938950478972,-0.006830263967655403,7.950494356140354,-1.617195222508605,-0.016304145396354323,0.000825938950478972,0.006668201881177074,,,,91.7300033569336,101.4155,4.27,-0.5454545454545512
2003-10-09,1.3382999897003174,1.3416999578475952,1.3279000520706177,1.332200050354004,0,0.004493411366484053,-0.007995208468838944,13.184647903896064,-1.2397642627783978,-0.012475134543309317,0.004493411366484053,0.0036674724160050813,,,,91.98999786376953,101.4155,4.32,-0.4954545454545505
2003-10-10,1.32260000705719,1.3395999670028687,1.3184000253677368,1.3384000062942505,0,-0.011800642529826755,-0.003099928227463522,11.363783819881448,-2.0368885678815674,-0.02057919213701124,-0.011800642529826755,-0.01629405389631081,,,,91.5199966430664,101.4155,4.29,-0.5254545454545507
2003-10-13,1.3214000463485718,1.3259999752044678,1.3179999589920044,1.319200038909912,0,-0.0009076859052700707,-0.005978507145024237,11.236058929574298,-2.0822449614528615,-0.021042293972316765,-0.0009076859052700707,0.010892956624556685,,,,91.88999938964844,101.4155,4.29,-0.5254545454545507
2003-10-14,1.323199987411499,1.3314000368118286,1.3205000162124634,1.3221999406814575,0,0.001361220084609185,-0.0030985226228278373,12.818948509812216,-2.188056177465336,-0.022123491429175298,0.001361220084609185,0.0022689059898792557,,,,91.83000183105469,101.4155,4.37,-0.44545454545455065
2003-10-15,1.3276000022888184,1.3305000066757202,1.3212000131607056,1.3212000131607056,0,0.0033197668140994715,-0.007607718469250679,16.72819079475788,-1.7974687138438195,-0.018138194115120694,0.0033197668140994715,0.0019585467294902866,,,,92.41999816894531,101.4155,4.43,-0.38545454545455105
2003-10-16,1.31850004196167,1.330199956893921,1.3121999502182007,1.3276000022888184,0,-0.006878043951196766,-0.011452409410888209,15.209226230829628,-2.347801342698086,-0.023758013227101936,-0.006878043951196766,-0.010197810765296238,,,0.004608825300037536,92.61000061035156,101.4155,4.47,-0.345454545454551
2003-10-17,1.3135000467300415,1.3228000402450562,1.3113000392913818,1.3184000253677368,0,-0.0037993929163209032,-0.006014464664997443,14.433709106419826,-2.34926752004716,-0.023773027618750484,-0.0037993929163209032,0.0030786510348758626,,,0.004147169784816896,92.29000091552734,101.4155,4.41,-0.4054545454545506
2003-10-20,1.319100022315979,1.3219000101089478,1.313599944114685,1.315500020980835,0,0.004254337070124521,-0.0100068564996173,19.391264843459723,-1.5743863505447098,-0.015869114486790625,0.004254337070124521,0.008053729986445424,,,0.0040754141525059994,92.43000030517578,101.4155,4.41,-0.4054545454545506
2003-10-21,1.3174999952316284,1.3250000476837158,1.312999963760376,1.319200038909912,0,-0.0012137049761933752,-0.005009504622289329,19.051621791837434,-1.9060351003072018,-0.01924434119000681,-0.0012137049761933752,-0.005468042046317897,,,0.004049213679035591,92.37000274658203,101.4155,4.38,-0.43545454545455087
2003-10-22,1.3034000396728516,1.3181999921798706,1.301900029182434,1.3176000118255615,0,-0.010759732460009313,0.0049869614271895735,16.33617087682933,-2.6586965892966608,-0.026946791383719075,-0.010759732460009313,-0.009546027483815937,,,0.004532797736018967,91.2699966430664,101.4155,4.29,-0.5254545454545507
2003-10-23,1.3056000471115112,1.3111000061035156,1.3009999990463257,1.3035000562667847,0,0.001686475957775629,0.004825346436006628,18.293032809173937,-1.9230736510486568,-0.019418052495245308,0.001686475957775629,0.012446208417784942,,,0.00458981172814985,91.51000213623047,101.4155,4.34,-0.4754545454545509
2003-10-24,1.305899977684021,1.30840003490448,1.3027000427246094,1.305799961090088,0,0.00022969984375317015,0.006815258825837223,18.572656513278858,-1.9815335202433948,-0.02001429160197111,0.00022969984375317015,-0.001456776114022459,,,0.0045120388669099626,91.27999877929688,101.4155,4.24,-0.5754545454545505
